Kennziffer,Raumeinheit,Aggregat,Bevölkerung,Kinos,Kinosäle,Kinositzplätze,Einwohnerdichte,Siedlungs- und Verkehrsfläche,ÖV-Haltestellen,ÖV-Abfahrten
9771146,Mering,Grundzentrum,15196,0,0,0,566.38,18.49,13,1169
9771156,Pöttmes,Grundzentrum,7070,0,0,0,85.6,9.53,31,539
9772115,Altenmünster,Grundzentrum,4488,0,0,0,109.06,11.62,13,215
9772125,Bobingen,Grundzentrum,18070,0,0,0,359.53,18.54,37,2097
9772130,Diedorf,Grundzentrum,10705,0,0,0,321.37,14.92,16,817
9772141,Fischach,Grundzentrum,5094,0,0,0,168.84,13.39,11,281
9772148,Gessertshausen,Grundzentrum,4451,0,0,0,107.64,10.18,14,505
9772151,Großaitingen,Grundzentrum,5335,0,0,0,136.62,9.71,9,388
9772184,Neusäß,Grundzentrum,22872,0,0,0,906.9,33.66,38,2933
9772185,Nordendorf,Grundzentrum,2589,0,0,0,344.28,26.6,4,135
9772202,Stadtbergen,Grundzentrum,15488,0,0,0,1347.95,41.95,18,1953
9772207,Thierhaupten,Grundzentrum,4108,0,0,0,104.82,10.33,14,293
9772209,Untermeitingen,Grundzentrum,7441,0,0,0,464.48,27.84,6,173
9772216,Welden,Grundzentrum,3830,0,0,0,213.01,15.29,6,224
9773112,Bachhagel,Grundzentrum,2298,0,0,0,116.41,13.83,7,207
9773117,Bissingen,Grundzentrum,3711,0,0,0,57.8,9.39,18,170
9773122,Buttenwiesen,Grundzentrum,6083,0,0,0,102.25,10.89,16,324
9773136,Gundelfingen a.d.Donau,Grundzentrum,7983,0,0,0,147.67,13.04,12,184
9773139,Höchstädt a.d.Donau,Grundzentrum,7014,0,0,0,187.29,15.27,12,234
9773140,Holzheim,Grundzentrum,3742,0,0,0,91.58,10.43,9,108
9773170,Syrgenstein,Grundzentrum,3895,0,0,0,234.07,18.57,8,388
9773183,Wittislingen,Grundzentrum,2526,0,0,0,145.09,14.07,5,117
9774116,Ursberg,Grundzentrum,3402,0,0,0,133.94,12.91,7,167
9774122,Burtenbach,Grundzentrum,3521,0,0,0,93.54,11.16,9,146
9774144,Jettingen-Scheppach,Grundzentrum,7228,0,0,0,133.56,15.48,15,272
9774148,Kötz,Grundzentrum,3290,0,0,0,160.25,14.27,8,116
9774171,Offingen,Grundzentrum,4401,1,1,129,295.17,22.33,8,158
9774185,Thannhausen,Grundzentrum,6469,0,0,0,322.97,20.77,8,219
9774198,Ziemetshausen,Grundzentrum,3246,0,0,0,75.58,9.15,13,206
9775111,Altenstadt,Grundzentrum,5278,0,0,0,168.63,14.44,12,236
9775115,Bellenberg,Grundzentrum,4627,0,0,0,903.71,39.06,5,158
9775118,Buch,Grundzentrum,4192,0,0,0,104.64,11.06,4,88
9775134,Nersingen,Grundzentrum,9611,0,0,0,395.84,20.39,17,591
9775139,Elchingen,Grundzentrum,9793,0,0,0,393.61,23.67,18,717
9775143,Pfaffenhofen a.d.Roth,Grundzentrum,7406,0,0,0,173.52,12.49,19,1161
9776114,Heimenkirch,Grundzentrum,3559,0,0,0,167.56,10.59,28,679
9776124,Röthenbach (Allgäu),Grundzentrum,1976,0,0,0,132.26,10.24,18,419
9776125,Scheidegg,Grundzentrum,4400,0,0,0,160.82,11.95,32,648
9776126,Sigmarszell,Grundzentrum,2967,0,0,0,185.44,13,18,487
9776128,Wasserburg (Bodensee),Grundzentrum,3954,0,0,0,624.64,25.91,11,195
9776129,Weiler-Simmerberg,Grundzentrum,6522,0,0,0,208.3,11.11,26,613
9777112,Biessenhofen,Grundzentrum,4285,0,0,0,158.7,13.63,2,135
9777130,Germaringen,Grundzentrum,4043,0,0,0,176.7,14.25,7,201
9777147,Lechbruck am See,Grundzentrum,2832,0,0,0,164.36,13.52,9,253
9777152,Mauerstetten,Grundzentrum,3249,0,0,0,196.08,13.4,8,182
9777153,Nesselwang,Grundzentrum,3882,0,0,0,131.42,11.54,14,202
9777154,Obergünzburg,Grundzentrum,6502,0,0,0,139.26,9.15,12,372
9777158,Pforzen,Grundzentrum,2413,0,0,0,101.86,10.3,7,137
9777159,Pfronten,Grundzentrum,8443,0,0,0,135.7,7.81,19,390
9777164,Rieden,Grundzentrum,1363,0,0,0,162.07,19.62,3,52
9777165,Ronsberg,Grundzentrum,1734,0,0,0,104.96,9.2,5,61
9777169,Schwangau,Grundzentrum,3481,0,0,0,45.8,5.2,18,555
9777170,Seeg,Grundzentrum,3078,0,0,0,61.51,6.91,12,159
9777173,Halblech,Grundzentrum,3588,0,0,0,28.61,3.59,16,298
9777175,Unterthingau,Grundzentrum,2929,0,0,0,64.69,7.07,12,230
9777182,Westendorf,Grundzentrum,1924,0,0,0,161.27,12.66,5,125
9778115,Babenhausen,Grundzentrum,5774,1,1,250,212.05,15.28,5,81
9778120,Boos,Grundzentrum,2168,0,0,0,123.25,9.95,4,46
9778127,Dirlewang,Grundzentrum,2265,0,0,0,97.42,8.9,5,76
9778136,Erkheim,Grundzentrum,3212,0,0,0,99.88,11.91,11,104
9778137,Ettringen,Grundzentrum,3518,0,0,0,84.77,9.78,11,143
9778144,Bad Grönenbach,Grundzentrum,5817,0,0,0,138.53,12.41,19,313
9778158,Kirchheim i.Schw.,Grundzentrum,2770,0,0,0,86.7,10.45,11,60
9778165,Legau,Grundzentrum,3382,0,0,0,92.96,8.47,10,178
9778168,Markt Rettenbach,Grundzentrum,3924,0,0,0,76.33,7.99,22,186
9778169,Markt Wald,Grundzentrum,2224,0,0,0,72.11,8.43,6,66
9778186,Ottobeuren,Grundzentrum,8758,0,0,0,156.45,11.08,43,353
9778187,Pfaffenhausen,Grundzentrum,2726,0,0,0,128.95,12.63,7,83
9778203,Türkheim,Grundzentrum,7439,1,2,361,235.71,18.92,9,354
9778204,Tussenhausen,Grundzentrum,3099,0,0,0,74.23,8.86,5,62
9779115,Asbach-Bäumenheim,Grundzentrum,4825,0,0,0,405.46,27.98,10,156
9779155,Harburg (Schwaben),Grundzentrum,5612,0,0,0,76.71,10.91,21,364
9779169,Kaisheim,Grundzentrum,3993,0,0,0,95.69,9.83,10,146
9779181,Mertingen,Grundzentrum,4083,0,0,0,106.3,11.33,9,200
9779186,Monheim,Grundzentrum,5476,0,0,0,78.98,10.1,17,200
9779197,Oettingen i.Bay.,Grundzentrum,5427,1,1,96,158.59,15.55,19,541
9779218,Tapfheim,Grundzentrum,4058,0,0,0,91.29,10.19,13,195
9779224,Wallerstein,Grundzentrum,3540,0,0,0,182.1,16.36,5,59
9779228,Wemding,Grundzentrum,5781,1,1,92,182.94,15.73,12,694
9780112,Altusried,Grundzentrum,10378,0,0,0,113.2,8.2,38,611
9780115,Blaichach,Grundzentrum,5809,0,0,0,115.92,5.11,20,343
9780119,Dietmannsried,Grundzentrum,8500,0,0,0,158.35,10.71,26,501
9780120,Durach,Grundzentrum,7314,0,0,0,352.82,14.76,18,650
9780121,Fischen i.Allgäu,Grundzentrum,3311,0,0,0,243.99,15.18,13,517
9780123,Bad Hindelang,Grundzentrum,5342,0,0,0,38.96,2.86,24,699
9780125,Lauben,Grundzentrum,3520,0,0,0,418.55,20.69,13,396
9780128,Oy-Mittelberg,Grundzentrum,4614,0,0,0,76.68,8.23,39,387
9780132,Oberstaufen,Grundzentrum,7858,0,0,0,62.39,5.56,53,991
9780143,Waltenhofen,Grundzentrum,9933,0,0,0,166.24,10.83,49,1526
9780144,Weitnau,Grundzentrum,5421,0,0,0,83.16,7.67,36,870
9780146,Wiggensbach,Grundzentrum,5135,0,0,0,161.43,11.66,20,502
10041511,Friedrichsthal,Grundzentrum,9958,0,0,0,1107.68,50.61,27,1497
10041512,Großrosseln,Grundzentrum,7939,0,0,0,314.29,20.94,28,1185
10041513,Heusweiler,Grundzentrum,18138,1,1,130,453.34,25.49,67,3744
10041514,Kleinblittersdorf,Grundzentrum,10747,0,0,0,395.26,21.29,29,1586
10041515,Püttlingen,Grundzentrum,18295,0,0,0,763.88,31.4,68,3566
10041516,Quierschied,Grundzentrum,12907,0,0,0,638.64,38.55,34,1940
10041517,Riegelsberg,Grundzentrum,14360,0,0,0,980.2,31.95,41,3339
10041518,Sulzbach/Saar,Grundzentrum,16353,0,0,0,1017.61,44.18,39,2816
10042111,Beckingen,Grundzentrum,14928,0,0,0,287.91,17.15,44,1583
10042112,Losheim am See,Grundzentrum,16133,1,1,132,166.41,12.67,55,1896
10042114,Mettlach,Grundzentrum,12082,0,0,0,155.26,11.59,43,1079
10042115,Perl,Grundzentrum,8992,0,0,0,119.51,13.86,46,1147
10042117,Weiskirchen,Grundzentrum,6354,0,0,0,188.83,15.6,27,607
10043111,Eppelborn,Grundzentrum,16565,0,0,0,350.58,20.08,59,2049
10043112,Illingen,Grundzentrum,15998,1,2,293,443.28,27.29,74,2890
10043113,Merchweiler,Grundzentrum,9843,0,0,0,768.98,36.02,26,1093
10043115,Ottweiler,Grundzentrum,14543,0,0,0,319.21,17.21,77,3125
10043116,Schiffweiler,Grundzentrum,15655,0,0,0,730.86,39.36,61,3061
10043117,Spiesen-Elversberg,Grundzentrum,12797,0,0,0,1120.58,38.27,25,1979
10044113,Nalbach,Grundzentrum,9100,0,0,0,405.71,21.44,21,1201
10044114,Rehlingen-Siersburg,Grundzentrum,14349,1,1,1600,234.31,15.17,39,1472
10044116,Saarwellingen,Grundzentrum,13302,0,0,0,319.22,19.8,36,1918
10044117,Schmelz,Grundzentrum,16301,2,3,429,278.08,16.44,66,2642
10044118,Schwalbach,Grundzentrum,17309,0,0,0,632.41,28.53,33,1646
10044119,Überherrn,Grundzentrum,11564,0,0,0,337.04,24.74,37,1725
10044120,Wadgassen,Grundzentrum,17016,0,0,0,656.73,27.94,43,2393
10044121,Wallerfangen,Grundzentrum,9358,0,0,0,221.65,14.66,40,1128
10044122,Bous,Grundzentrum,7055,1,3,319,924.64,41.42,17,793
10044123,Ensdorf,Grundzentrum,6594,0,0,0,785.94,53.75,13,1346
10045111,Bexbach,Grundzentrum,17642,0,0,0,567.45,32.71,47,2049
10045113,Gersheim,Grundzentrum,6329,0,0,0,110.32,10.16,39,1596
10045115,Kirkel,Grundzentrum,10129,0,0,0,323.2,25.78,39,1284
10045116,Mandelbachtal,Grundzentrum,10566,0,0,0,183.09,11.56,36,2080
10046111,Freisen,Grundzentrum,7887,0,0,0,164,17.65,23,902
10046112,Marpingen,Grundzentrum,9935,0,0,0,249.44,14.61,28,1407
10046113,Namborn,Grundzentrum,6939,0,0,0,267.09,17.78,25,1535
10046114,Nohfelden,Grundzentrum,9934,0,0,0,98.53,13.52,52,3739
10046115,Nonnweiler,Grundzentrum,8526,2,3,132,127.62,16.84,39,2008
10046116,Oberthal,Grundzentrum,5978,0,0,0,250.44,15.79,32,1255
10046118,Tholey,Grundzentrum,12160,0,0,0,211.29,15.9,49,2471
13071004,Altentreptow,Grundzentrum,5263,0,0,0,99.17,10.63,37,744
13071021,Burg Stargard,Grundzentrum,5289,0,0,0,69.04,8.9,22,385
13071027,Dargun,Grundzentrum,4371,0,0,0,37.04,5.37,25,390
13071033,Feldberger Seenlandschaft,Grundzentrum,4490,1,1,50,22.33,4.62,50,716
13071035,Friedland,Grundzentrum,6478,0,0,0,45.69,8.21,37,637
13071092,Malchin,Grundzentrum,7272,0,0,0,66.54,8.18,33,536
13071093,Malchow,Grundzentrum,6543,1,1,165,146.34,13.08,17,197
13071099,Mirow,Grundzentrum,3887,0,0,0,24.56,5.08,38,467
13071115,Penzlin,Grundzentrum,4094,0,0,0,35.43,6.61,28,350
13071122,Rechlin,Grundzentrum,2086,0,0,0,26.85,13.27,18,282
13071124,Röbel/Müritz,Grundzentrum,5075,0,0,0,165.42,12.58,19,425
13071142,Stavenhagen,Grundzentrum,5803,0,0,0,141.47,15.65,21,403
13071159,Wesenberg,Grundzentrum,3057,1,1,107,34.1,6.45,13,195
13071164,Woldegk,Grundzentrum,4196,0,0,0,25.56,5.45,35,388
13072020,Bützow,Grundzentrum,8181,0,0,0,205.29,15.81,33,2149
13072029,Dummerstorf,Grundzentrum,7624,0,0,0,63.39,10.44,42,880
13072035,Gnoien,Grundzentrum,2838,0,0,0,69.03,10.97,17,376
13072036,Graal-Müritz,Grundzentrum,4183,0,0,0,507.65,29.37,5,158
13072056,Krakow am See,Grundzentrum,3442,0,0,0,39.4,6.51,16,354
13072058,Kröpelin,Grundzentrum,4829,0,0,0,71.49,8.25,28,387
13072060,Kühlungsborn,Grundzentrum,8037,1,1,153,497.03,29.62,11,363
13072062,Laage,Grundzentrum,6549,0,0,0,57,13.79,39,786
13072074,Neubukow,Grundzentrum,4037,0,0,0,160.58,11.69,9,159
13072085,Rerik,Grundzentrum,2192,0,0,0,64.06,37.84,11,160
13072091,Sanitz,Grundzentrum,6564,0,0,0,79.66,8.71,25,439
13072093,Satow,Grundzentrum,6079,0,0,0,50.68,7.43,47,958
13072095,Schwaan,Grundzentrum,5070,0,0,0,132.45,11.34,18,306
13072105,Tessin,Grundzentrum,4012,0,0,0,163.69,14.36,14,339
13073006,Baabe,Grundzentrum,914,0,0,0,404.42,39.82,1,93
13073007,Bad Sülze,Grundzentrum,1796,0,0,0,67.34,9.45,7,190
13073009,Barth,Grundzentrum,8777,0,0,0,213.14,17.61,16,501
13073011,Binz,Grundzentrum,5545,0,0,0,220.21,16.24,24,1435
13073024,Franzburg,Grundzentrum,1367,0,0,0,89.93,11.84,7,107
13073027,Garz/Rügen,Grundzentrum,2264,0,0,0,34.35,7.13,24,424
13073055,Marlow,Grundzentrum,4694,0,0,0,33.4,6.21,48,513
13073070,Putbus,Grundzentrum,4531,0,0,0,67.94,9.09,22,518
13073076,Richtenberg,Grundzentrum,1351,0,0,0,86.22,9.32,3,44
13073078,Sagard,Grundzentrum,2460,0,0,0,88.11,9.78,6,207
13073079,Samtens,Grundzentrum,1985,0,0,0,61.08,7.97,7,178
13073080,Sassnitz,Grundzentrum,9199,1,1,0,194.03,15.78,42,2159
13073084,Sellin,Grundzentrum,2710,0,0,0,187.54,13.43,17,605
13073093,Tribsees,Grundzentrum,2669,0,0,0,48.54,8.02,12,233
13073105,Zingst,Grundzentrum,3173,1,1,50,62.83,8.71,7,170
13074002,Bad Kleinen,Grundzentrum,3743,0,0,0,159.01,15,13,270
13074017,Dassow,Grundzentrum,4038,0,0,0,60.3,7.96,25,380
13074021,Gadebusch,Grundzentrum,5457,0,0,0,114.26,11.22,22,800
13074039,Klütz,Grundzentrum,3153,0,0,0,70.97,8.69,15,430
13074049,Lüdersdorf,Grundzentrum,5330,0,0,0,97.35,9.55,23,587
13074057,Neukloster,Grundzentrum,4014,0,0,0,145.91,12.4,12,172
13074065,Rehna,Grundzentrum,3605,0,0,0,80.85,9.06,18,279
13074074,Schönberg,Grundzentrum,4711,1,1,212,90.27,10.94,23,520
13074084,Warin,Grundzentrum,3195,0,0,0,71.88,8.84,13,122
13075029,Ducherow,Grundzentrum,2346,0,0,0,30.26,6.4,20,229
13075031,Eggesin,Grundzentrum,4748,0,0,0,53.82,6.89,17,504
13075033,Ferdinandshof,Grundzentrum,2732,0,0,0,57.67,8.17,9,134
13075044,Gützkow,Grundzentrum,2974,1,1,198,51.59,6.97,17,264
13075049,Heringsdorf,Grundzentrum,8425,0,0,0,222.82,17.09,38,1697
13075054,Jarmen,Grundzentrum,2914,0,0,0,94.89,12.05,18,359
13075079,Löcknitz,Grundzentrum,3342,0,0,0,146.58,13.86,11,250
13075082,Loitz,Grundzentrum,4262,0,0,0,47.4,6.88,25,367
13075083,Lubmin,Grundzentrum,2176,0,0,0,157.23,26.88,4,95
13075130,Strasburg (Uckermark),Grundzentrum,4451,0,0,0,50.88,8.39,27,355
13075131,Torgelow,Grundzentrum,9307,0,0,0,128.92,12.27,25,601
13075151,Zinnowitz,Grundzentrum,4194,1,2,138,471.77,33.52,10,174
13076014,Boizenburg/Elbe,Grundzentrum,10829,1,2,177,228.36,16.87,30,982
13076020,Brüel,Grundzentrum,2626,0,0,0,96.51,11.91,9,212
13076025,Crivitz,Grundzentrum,4778,0,0,0,62.99,8.38,18,319
13076034,Dömitz,Grundzentrum,2981,0,0,0,49.22,8.92,13,349
13076048,Goldberg,Grundzentrum,3364,0,0,0,51.98,8.11,17,287
13076050,Grabow,Grundzentrum,5615,0,0,0,77.69,10.28,14,346
13076088,Lübtheen,Grundzentrum,4715,0,0,0,39.24,6.95,28,387
13076089,Lübz,Grundzentrum,6183,0,0,0,82.78,9.55,22,780
13076105,Neustadt-Glewe,Grundzentrum,6931,0,0,0,73.69,10.69,15,236
13076114,Plau am See,Grundzentrum,6231,0,0,0,53.59,7.22,20,850
13076128,Sternberg,Grundzentrum,4023,0,0,0,59.43,6.88,19,357
13076152,Wittenburg,Grundzentrum,6400,0,0,0,79.92,10.74,26,547
13076159,Zarrentin am Schaalsee,Grundzentrum,5484,0,0,0,59.67,6.63,21,364
14521110,Breitenbrunn/Erzgeb.,Grundzentrum,5084,0,0,0,84.73,9.42,29,755
14521160,Ehrenfriedersdorf,Grundzentrum,4541,0,0,0,285.78,15.73,7,219
14521170,Eibenstock,Grundzentrum,7035,0,0,0,62.68,6.32,32,724
14521210,Geyer,Grundzentrum,3366,0,0,0,181.36,11.15,9,135
14521320,Johanngeorgenstadt,Grundzentrum,3783,0,0,0,127.85,14.3,18,501
14521380,Lugau/Erzgeb.,Grundzentrum,7844,0,0,0,351.91,17.18,31,955
14521450,Oelsnitz/Erzgeb.,Grundzentrum,10837,0,0,0,412.37,26.18,32,1320
14521460,Olbernhau,Grundzentrum,10458,0,0,0,83.43,8.22,51,1380
14521495,Pockau-Lengefeld,Grundzentrum,7445,0,0,0,89.24,8.95,40,945
14521510,Scheibenberg,Grundzentrum,2038,0,0,0,226.44,13,5,168
14521520,Schlettau,Grundzentrum,2322,0,0,0,109.43,9.8,9,315
14521540,Schönheide,Grundzentrum,4216,0,0,0,149.77,10.55,15,564
14521600,Stützengrün,Grundzentrum,3024,0,0,0,106.89,9.61,20,520
14521620,Thalheim/Erzgeb.,Grundzentrum,5948,0,0,0,551.25,22.06,14,736
14521640,Thum,Grundzentrum,4956,0,0,0,262.22,14.18,15,488
14521690,Zschopauotorradstadt,Grundzentrum,8996,0,0,0,394.73,19.26,31,1796
14521700,Zschorlau,Grundzentrum,5166,0,0,0,235.57,13.91,15,444
14521710,Zwönitz,Grundzentrum,11786,0,0,0,183.47,11.57,34,1501
14522050,Brand-Erbisdorf,Grundzentrum,9010,0,0,0,194.47,14.33,46,1935
14522060,Burgstädt,Grundzentrum,10475,0,0,0,404.75,21.21,49,2279
14522140,Flöha,Grundzentrum,10516,0,0,0,378.82,21.33,40,1467
14522150,Frankenberg/Sa.,Grundzentrum,13750,0,0,0,209.54,13.81,59,1903
14522170,Frauenstein,Grundzentrum,2714,0,0,0,46.02,6.05,29,934
14522230,Hainichen,Grundzentrum,8448,0,0,0,163.28,13.1,34,1084
14522440,Oederan,Grundzentrum,7782,0,0,0,100.63,9.98,55,1058
14522460,Penig,Grundzentrum,8419,0,0,0,132.85,13.97,42,1051
14522490,Rochlitz,Grundzentrum,5688,0,0,0,239.39,15.36,22,915
14523010,Adorf/Vogtl.,Grundzentrum,4729,0,0,0,110.05,10.38,38,1031
14523160,Klingenthal,Grundzentrum,7764,0,0,0,153.93,10.94,38,1550
14523170,Lengenfeld,Grundzentrum,7013,0,0,0,149.28,14.01,64,1182
14523200,Markneukirchen,Grundzentrum,7237,1,1,200,104.82,7.66,25,902
14523370,Schöneck/Vogtl.,Grundzentrum,2997,0,0,0,54.46,6.65,15,592
14523430,Treuen,Grundzentrum,7704,0,0,0,176.13,14.63,20,782
14523450,Weischlitz,Grundzentrum,5700,0,0,0,46.86,7.4,24,351
14524090,Hartenstein,Grundzentrum,4486,0,0,0,122.23,12.1,20,611
14524130,Kirchberg,Grundzentrum,8082,0,0,0,204.3,11.68,37,1004
14524190,Meerane,Grundzentrum,13888,0,0,0,701.06,36.19,41,1609
14524290,Waldenburg,Grundzentrum,3938,0,0,0,157.14,11.73,18,390
14524310,Wildenfels,Grundzentrum,3556,0,0,0,171.95,15.81,12,408
14625030,Bernsdorf,Grundzentrum,6280,0,0,0,104.91,12.04,19,749
14625040,Bischofswerda,Grundzentrum,10686,0,0,0,231.25,16.53,48,2096
14625160,Großdubrau,Grundzentrum,4168,0,0,0,76.87,10.35,18,386
14625200,Großröhrsdorf,Grundzentrum,9679,0,0,0,236.42,16.29,25,1144
14625270,Königsbrück,Grundzentrum,4651,0,0,0,59.26,5.3,12,438
14625280,Königswartha,Grundzentrum,3454,0,0,0,73.22,8.69,19,671
14625380,Neukirch/Lausitz,Grundzentrum,4770,0,0,0,223.94,16.34,8,420
14625450,Pulsnitz,Grundzentrum,7359,0,0,0,275,14.35,19,1108
14625490,Radibor,Grundzentrum,3158,0,0,0,50.94,7.21,25,565
14625525,Schirgiswalde-Kirschau,Grundzentrum,6057,0,0,0,248.85,17.09,23,1167
14625560,Sohland a.d.Spree,Grundzentrum,6552,0,0,0,175.66,14.02,20,1352
14625610,Weißenberg,Grundzentrum,3062,0,0,0,60.09,8.97,26,812
14625630,Wilthen,Grundzentrum,4827,0,0,0,283.27,14.38,7,471
14625640,Wittichenau,Grundzentrum,5686,0,0,0,93.18,8.54,18,570
14626030,Bernstadt a.d.Eigen,Grundzentrum,3229,0,0,0,62.1,6.87,22,698
14626085,Ebersbach-Neugersdorf,Grundzentrum,11441,1,1,226,559.46,43.91,24,1429
14626140,Großschönau,Grundzentrum,5276,0,0,0,221.49,19.56,18,598
14626450,Reichenbach/O.L.,Grundzentrum,4844,0,0,0,77.33,9.21,26,385
14626480,Rothenburg/O.L.,Grundzentrum,4389,0,0,0,60.61,15.23,24,554
14627050,Gröditz,Grundzentrum,6877,1,3,450,237.63,15.62,16,381
14627110,Lampertswalde,Grundzentrum,2521,0,0,0,39.61,6.98,19,432
14627130,Lommatzsch,Grundzentrum,4805,0,0,0,72.11,7.76,46,1089
14627180,Nossen,Grundzentrum,10389,0,0,0,84.64,10.38,98,3109
14627190,Nünchritz,Grundzentrum,5439,0,0,0,173.88,14.55,28,1146
14627220,Radeburg,Grundzentrum,7451,0,0,0,137.93,13.38,36,1682
14627250,Schönfeld,Grundzentrum,1838,0,0,0,46.94,8.3,11,225
14627290,Thiendorf,Grundzentrum,3858,0,0,0,51.8,7.32,23,474
14627360,Zeithain,Grundzentrum,5520,0,0,0,67.63,11.96,22,848
14628010,Altenberg,Grundzentrum,7870,0,0,0,53.94,7.34,71,2242
14628020,Bad Gottleuba-Berggießhübel,Grundzentrum,5541,0,0,0,62.45,7.42,47,1145
14628030,Bad Schandau,Grundzentrum,3421,0,0,0,73.13,6.63,35,1688
14628130,Glashütte,Grundzentrum,6657,0,0,0,69.6,6.58,46,1490
14628160,Heidenau,Grundzentrum,16884,0,0,0,1525.2,46.79,29,1951
14628205,Klingenberg,Grundzentrum,6840,0,0,0,78.86,6.72,35,1147
14628210,Königstein/Sächs.Schw.,Grundzentrum,2101,0,0,0,77.67,11.9,15,446
14628260,Neustadt in Sachsen,Grundzentrum,11888,1,2,181,143.02,10.95,44,1661
14628360,Sebnitz,Grundzentrum,9522,0,0,0,107.92,7.47,64,2267
14628380,Stolpen,Grundzentrum,5559,0,0,0,91.3,7.82,29,1212
14628410,Wilsdruff,Grundzentrum,14551,0,0,0,178.32,13.32,54,2755
14729010,Bad Lausick,Grundzentrum,8191,0,0,0,116.98,10.64,39,2306
14729040,Böhlen,Grundzentrum,6776,0,0,0,268.14,34.94,8,934
14729060,Borsdorf,Grundzentrum,8195,0,0,0,523.98,31.39,18,587
14729070,Brandis,Grundzentrum,9676,0,0,0,277.33,24.22,39,1687
14729080,Colditz,Grundzentrum,8381,0,0,0,99.67,10.85,37,841
14729140,Frohburg,Grundzentrum,12305,0,0,0,84.69,8.87,56,1695
14729150,Geithain,Grundzentrum,6797,0,0,0,124.24,12.39,33,1032
14729170,Groitzsch,Grundzentrum,7551,1,1,204,107.61,9.46,30,931
14729190,Großpösna,Grundzentrum,5508,0,0,0,132.53,17.95,18,967
14729270,Markranstädt,Grundzentrum,16132,0,0,0,275.95,19.83,48,3003
14729300,Naunhof,Grundzentrum,8839,0,0,0,222.59,17.45,24,1115
14729350,Pegau,Grundzentrum,6561,0,0,0,134.53,10.87,25,1227
14729430,Zwenkau,Grundzentrum,9332,1,1,0,201.56,15.38,25,1786
14730020,Bad Düben,Grundzentrum,7880,0,0,0,172.05,15.09,27,1771
14730030,Beilrode,Grundzentrum,4049,0,0,0,43.41,7.03,19,707
14730045,Belgern-Schildau,Grundzentrum,7577,0,0,0,47.66,7.07,39,1007
14730060,Dahlen,Grundzentrum,4171,0,0,0,58.04,8.08,22,736
14730090,Dommitzsch,Grundzentrum,2400,0,0,0,78.84,11.43,8,294
14730200,Mügeln,Grundzentrum,5792,0,0,0,105.16,12.11,35,692
14730300,Taucha,Grundzentrum,15816,1,2,350,476.1,28.75,30,1546
14730330,Wermsdorf,Grundzentrum,5239,0,0,0,50.08,7.46,26,992
15081030,Arendsee (Altmark),Grundzentrum,6797,0,0,0,25.22,6.73,54,855
15081045,Beetzendorf,Grundzentrum,3052,0,0,0,31.14,7.21,21,425
15081095,Dähre,Grundzentrum,1411,0,0,0,17.91,5.81,22,226
15081105,Diesdorf,Grundzentrum,2267,0,0,0,22.54,6.13,32,259
15081135,Gardelegen,Grundzentrum,22054,0,0,0,34.8,6.7,77,1616
15081240,Kalbe (Milde),Grundzentrum,7407,0,0,0,27.15,7.08,59,1097
15081280,Klötze,Grundzentrum,9680,0,0,0,34.73,6.49,38,902
15082005,Aken (Elbe),Grundzentrum,7304,0,0,0,122.16,12.43,22,521
15082301,Raguhn-Jeßnitz,Grundzentrum,8861,0,0,0,91.07,10.85,32,640
15082440,Zörbig,Grundzentrum,9153,0,0,0,80.51,11.6,42,973
15083030,Angern,Grundzentrum,1967,0,0,0,30.63,10.08,8,228
15083125,Calvörde,Grundzentrum,3392,0,0,0,27.77,6.57,19,223
15083190,Eilsleben,Grundzentrum,3677,0,0,0,66.12,9.37,11,456
15083205,Erxleben,Grundzentrum,2788,0,0,0,33.38,7.1,8,162
15083230,Flechtingen,Grundzentrum,2825,0,0,0,38.46,8.13,9,195
15083245,Gröningen,Grundzentrum,3573,0,0,0,59.82,9.56,13,345
15083298,Hohe Börde,Grundzentrum,18805,0,0,0,109.49,12.16,43,1736
15083411,Oebisfelde-Weferlingen,Grundzentrum,13566,0,0,0,54.4,8.83,43,661
15083490,Sülzetal,Grundzentrum,8917,0,0,0,85.9,12.93,26,974
15083515,Völpke,Grundzentrum,1229,0,0,0,71.37,12.02,5,146
15083531,Wanzleben-Börde,Grundzentrum,13813,0,0,0,73.41,9.29,39,1384
15083565,Wolmirstedt,Grundzentrum,11602,0,0,0,213.78,16.22,17,956
15084015,Bad Bibra,Grundzentrum,2635,0,0,0,52.94,9,17,383
15084115,Droyßig,Grundzentrum,1910,0,0,0,94,11.07,5,155
15084135,Freyburg (Unstrut),Grundzentrum,4596,0,0,0,98.71,12.93,17,272
15084235,Hohenmölsen,Grundzentrum,9457,0,0,0,125.56,12.35,30,1011
15084315,Lützen,Grundzentrum,8439,0,0,0,87.46,13.05,49,1079
15084360,Nebra (Unstrut),Grundzentrum,3085,0,0,0,121.31,12.54,8,229
15084375,Osterfeld,Grundzentrum,2412,0,0,0,87.36,14.81,12,191
15084490,Teuchern,Grundzentrum,7974,0,0,0,98.01,13.85,30,589
15085040,Ballenstedt,Grundzentrum,8794,0,0,0,101.03,11.17,27,1057
15085055,Blankenburg (Harz),Grundzentrum,19161,0,0,0,128.61,12.51,49,2219
15085110,Falkenstein/Harz,Grundzentrum,5120,0,0,0,49.72,8.56,21,611
